player_name,position,season,scouting_blurb,Rnd,Pick,Tm,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Int.1,Sk,College/Univ,Unnamed: 28,-9999,player_id
Trevor Lawrence,QB,2021,"A quarterback from , selected in Round 1.0, Pick 1, with notable passing experience.",1.0,1.0,JAX,21.0,2024.0,0.0,1.0,4.0,39.0,39.0,60.0,1288.0,2034.0,13815.0,69.0,46.0,231.0,1083.0,14.0,0.0,-5.0,0.0,4.0,,,Clemson,College Stats,LawrTr00,lawtre001
Zach Wilson,QB,2021,"A quarterback from , selected in Round 1.0, Pick 2, with notable passing experience.",1.0,2.0,NYJ,22.0,2023.0,0.0,0.0,3.0,13.0,13.0,34.0,566.0,993.0,6293.0,23.0,25.0,93.0,498.0,5.0,1.0,2.0,1.0,1.0,,,BYU,College Stats,WilsZa00,wilzac001
Trey Lance,QB,2021,"A quarterback from , selected in Round 1.0, Pick 3, with notable passing experience.",1.0,3.0,SFO,21.0,2024.0,0.0,0.0,0.0,5.0,4.0,12.0,81.0,143.0,1063.0,5.0,4.0,65.0,276.0,1.0,0.0,0.0,0.0,1.0,,,North Dakota St.,College Stats,LancTr00,lantre001
Kyle Pitts,TE,2021,"A tight end out of , picked in Round 1.0, Pick 4, with solid athletic traits.",1.0,4.0,ATL,20.0,2024.0,0.0,1.0,4.0,21.0,21.0,61.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,0.0,196.0,2651.0,10.0,3.0,,,Florida,College Stats,PittKy00,pitkyl001
Ja'Marr Chase,WR,2021,"A wide receiver from , drafted in Round 1.0, Pick 5, known for receiving potential.",1.0,5.0,CIN,21.0,2024.0,1.0,4.0,4.0,48.0,48.0,62.0,1.0,1.0,-7.0,0.0,0.0,18.0,55.0,0.0,395.0,5425.0,46.0,6.0,,,LSU,College Stats,ChasJa00,chajam001
Jaylen Waddle,WR,2021,"A wide receiver from , drafted in Round 1.0, Pick 6, known for receiving potential.",1.0,6.0,MIA,22.0,2024.0,0.0,0.0,4.0,34.0,34.0,62.0,0.0,0.0,0.0,0.0,0.0,12.0,53.0,1.0,309.0,4129.0,20.0,4.0,,,Alabama,College Stats,WaddJa00,wadjay001
Devonta Smith,WR,2021,"A wide receiver from , drafted in Round 1.0, Pick 10, known for receiving potential.",1.0,10.0,PHI,22.0,2024.0,0.0,0.0,4.0,40.0,40.0,63.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,308.0,4011.0,27.0,1.0,,,Alabama,College Stats,SmitDe07,smidev002
Justin Fields,QB,2021,"A quarterback from , selected in Round 1.0, Pick 11, with notable passing experience.",1.0,11.0,CHI,22.0,2024.0,0.0,0.0,3.0,39.0,34.0,50.0,684.0,1119.0,7780.0,45.0,31.0,418.0,2509.0,19.0,0.0,0.0,0.0,,,,Ohio St.,College Stats,FielJu00,fiejus001
Mac Jones,QB,2021,"A quarterback from , selected in Round 1.0, Pick 15, with notable passing experience.",1.0,15.0,NWE,23.0,2024.0,0.0,1.0,3.0,27.0,24.0,52.0,1035.0,1570.0,10590.0,54.0,44.0,145.0,419.0,2.0,0.0,0.0,0.0,1.0,,,Alabama,College Stats,JoneMa05,jonmac001
Kadarius Toney,WR,2021,"A wide receiver from , drafted in Round 1.0, Pick 20, known for receiving potential.",1.0,20.0,NYG,22.0,2024.0,0.0,0.0,0.0,7.0,3.0,35.0,1.0,4.0,19.0,0.0,0.0,23.0,115.0,1.0,82.0,760.0,3.0,1.0,,,Florida,College Stats,ToneKa00,tonkad001
Najee Harris,RB,2021,"A running back from , taken in Round 1.0, Pick 24, with strong rushing upside.",1.0,24.0,PIT,23.0,2024.0,0.0,1.0,4.0,29.0,29.0,68.0,1.0,1.0,4.0,0.0,0.0,1097.0,4312.0,28.0,180.0,1149.0,6.0,4.0,,,Alabama,College Stats,HarrNa00,harnaj001
Travis Etienne,RB,2021,"A running back from , taken in Round 1.0, Pick 25, with strong rushing upside.",1.0,25.0,JAX,22.0,2024.0,0.0,0.0,3.0,24.0,24.0,49.0,0.0,0.0,0.0,0.0,0.0,637.0,2691.0,18.0,132.0,1046.0,1.0,,,,Clemson,College Stats,EtieTr00,etitra001
Rashod Bateman,WR,2021,"A wide receiver from , drafted in Round 1.0, Pick 27, known for receiving potential.",1.0,27.0,BAL,21.0,2024.0,0.0,0.0,2.0,18.0,18.0,51.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,138.0,1923.0,13.0,,,,Minnesota,College Stats,BateRa00,batras001
Elijah Moore,WR,2021,"A wide receiver from , drafted in Round 2.0, Pick 34, known for receiving potential.",2.0,34.0,NYJ,21.0,2024.0,0.0,0.0,3.0,14.0,7.0,61.0,0.0,0.0,0.0,0.0,0.0,20.0,71.0,1.0,200.0,2162.0,9.0,4.0,,,Mississippi,College Stats,MoorEl00,mooeli001
Javonte Williams,RB,2021,"A running back from , taken in Round 2.0, Pick 35, with strong rushing upside.",2.0,35.0,DEN,21.0,2024.0,0.0,0.0,2.0,20.0,20.0,54.0,0.0,0.0,0.0,0.0,0.0,606.0,2394.0,11.0,158.0,966.0,5.0,1.0,,,North Carolina,College Stats,WillJa10,wiljav001
Rondale Moore,WR,2021,"A wide receiver from , drafted in Round 2.0, Pick 49, known for receiving potential.",2.0,49.0,ARI,21.0,2023.0,0.0,0.0,0.0,12.0,12.0,39.0,0.0,0.0,0.0,0.0,0.0,52.0,249.0,1.0,135.0,1201.0,3.0,1.0,,,Purdue,College Stats,MoorRo02,mooron001
Pat Freiermuth,TE,2021,"A tight end out of , picked in Round 2.0, Pick 55, with solid athletic traits.",2.0,55.0,PIT,22.0,2024.0,0.0,0.0,2.0,18.0,18.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,2190.0,18.0,2.0,,,Penn St.,College Stats,FreiPa00,frepat001
D'Wayne Eskridge,WR,2021,"A wide receiver from , drafted in Round 2.0, Pick 56, known for receiving potential.",2.0,56.0,SEA,24.0,2024.0,0.0,0.0,0.0,2.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,8.0,74.0,0.0,20.0,166.0,1.0,1.0,,,Western Michigan,College Stats,EskrDW00,eskdwa001
Tutu Atwell,WR,2021,"A wide receiver from , drafted in Round 2.0, Pick 57, known for receiving potential.",2.0,57.0,LAR,21.0,2024.0,0.0,0.0,1.0,12.0,12.0,54.0,0.0,1.0,0.0,0.0,0.0,16.0,72.0,1.0,99.0,1343.0,4.0,,,,Louisville,College Stats,AtweTu00,atwtut001
Terrace Marshall Jr.,WR,2021,"A wide receiver from , drafted in Round 2.0, Pick 59, known for receiving potential.",2.0,59.0,CAR,21.0,2024.0,0.0,0.0,1.0,6.0,6.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,808.0,1.0,1.0,,,LSU,College Stats,MarsTe00,jrrter001
Kyle Trask,QB,2021,"A quarterback from , selected in Round 2.0, Pick 64, with notable passing experience.",2.0,64.0,TAM,23.0,2024.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,11.0,28.0,0.0,0.0,6.0,-5.0,0.0,0.0,0.0,0.0,,,,Florida,College Stats,TrasKy00,trakyl001
Kellen Mond,QB,2021,"A quarterback from , selected in Round 3.0, Pick 66, with notable passing experience.",3.0,66.0,MIN,22.0,2021.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Texas A&M,College Stats,MondKe00,monkel001
Davis Mills,QB,2021,"A quarterback from , selected in Round 3.0, Pick 67, with notable passing experience.",3.0,67.0,HOU,22.0,2024.0,0.0,0.0,2.0,15.0,15.0,38.0,593.0,948.0,6167.0,35.0,25.0,55.0,172.0,2.0,0.0,0.0,0.0,2.0,,,Stanford,College Stats,MillDa02,mildav001
Josh Palmer,WR,2021,"A wide receiver from , drafted in Round 3.0, Pick 77, known for receiving potential.",3.0,77.0,LAC,21.0,2024.0,0.0,0.0,1.0,19.0,19.0,58.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,182.0,2287.0,10.0,2.0,,,Tennessee,College Stats,PalmJo00,paljos001
Hunter Long,TE,2021,"A tight end out of , picked in Round 3.0, Pick 81, with solid athletic traits.",3.0,81.0,MIA,23.0,2024.0,0.0,0.0,0.0,1.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,68.0,0.0,3.0,,,Boston Col.,College Stats,LongHu00,lonhun001
Dyami Brown,WR,2021,"A wide receiver from , drafted in Round 3.0, Pick 82, known for receiving potential.",3.0,82.0,WAS,21.0,2024.0,0.0,0.0,0.0,6.0,6.0,63.0,1.0,2.0,4.0,0.0,0.0,6.0,37.0,0.0,59.0,784.0,4.0,4.0,,,North Carolina,College Stats,BrowDy00,brodya001
Tommy Tremble,TE,2021,"A tight end out of , picked in Round 3.0, Pick 83, with solid athletic traits.",3.0,83.0,CAR,21.0,2024.0,0.0,0.0,1.0,6.0,6.0,61.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,1.0,85.0,782.0,9.0,7.0,,,Notre Dame,College Stats,TremTo00,tretom001
Amari Rodgers,WR,2021,"A wide receiver from , drafted in Round 3.0, Pick 85, known for receiving potential.",3.0,85.0,GNB,21.0,2023.0,0.0,0.0,0.0,2.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,0.0,20.0,249.0,1.0,3.0,,,Clemson,College Stats,RodgAm00,rodama001
Trey Sermon,RB,2021,"A running back from , taken in Round 3.0, Pick 88, with strong rushing upside.",3.0,88.0,SFO,22.0,2024.0,0.0,0.0,0.0,4.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,134.0,505.0,3.0,22.0,138.0,0.0,1.0,,,Ohio St.,College Stats,SermTr00,sertre001
Nico Collins,WR,2021,"A wide receiver from , drafted in Round 3.0, Pick 89, known for receiving potential.",3.0,89.0,HOU,22.0,2024.0,0.0,1.0,1.0,25.0,25.0,51.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,218.0,3230.0,18.0,2.0,,,Michigan,College Stats,CollNi00,colnic001
Anthony Schwartz,WR,2021,"A wide receiver from , drafted in Round 3.0, Pick 91, known for receiving potential.",3.0,91.0,CLE,21.0,2022.0,0.0,0.0,0.0,2.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,10.0,96.0,1.0,14.0,186.0,1.0,3.0,,,Auburn,College Stats,SchwAn00,schant001
Tre' Mckitty,TE,2021,"A tight end out of , picked in Round 3.0, Pick 97, with solid athletic traits.",3.0,97.0,LAC,22.0,2023.0,0.0,0.0,0.0,1.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,117.0,0.0,2.0,,,Georgia,College Stats,McKiTr00,mcktre002
Michael Carter,RB,2021,"A running back from , taken in Round 4.0, Pick 107, with strong rushing upside.",4.0,107.0,NYJ,22.0,2024.0,0.0,0.0,2.0,12.0,11.0,48.0,0.0,0.0,0.0,0.0,0.0,326.0,1359.0,8.0,112.0,771.0,1.0,1.0,,,North Carolina,College Stats,CartMi03,carmic001
Dez Fitzpatrick,WR,2021,"A wide receiver from , drafted in Round 4.0, Pick 109, known for receiving potential.",4.0,109.0,TEN,23.0,2024.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,49.0,1.0,1.0,,,Louisville,College Stats,FitzDe00,fitdez001
Amon-Ra St. Brown,WR,2021,"A wide receiver from , drafted in Round 4.0, Pick 112, known for receiving potential.",4.0,112.0,DET,21.0,2024.0,2.0,3.0,3.0,47.0,47.0,66.0,1.0,1.0,7.0,1.0,0.0,22.0,186.0,1.0,430.0,4851.0,33.0,1.0,,,USC,College Stats,StxxAm00,broamo001
Kene Nwangwu,RB,2021,"A running back from , taken in Round 4.0, Pick 119, with strong rushing upside.",4.0,119.0,MIN,23.0,2024.0,0.0,0.0,0.0,4.0,3.0,39.0,0.0,0.0,0.0,0.0,0.0,27.0,88.0,0.0,6.0,30.0,0.0,5.0,,,Iowa St.,College Stats,NwanKe00,nwaken001
Rhamondre Stevenson,RB,2021,"A running back from , taken in Round 4.0, Pick 120, with strong rushing upside.",4.0,120.0,NWE,23.0,2024.0,0.0,0.0,2.0,22.0,22.0,56.0,0.0,0.0,0.0,0.0,0.0,706.0,3066.0,21.0,154.0,950.0,2.0,3.0,,,Oklahoma,College Stats,StevRh00,sterha001
John Bates,TE,2021,"A tight end out of , picked in Round 4.0, Pick 124, with solid athletic traits.",4.0,124.0,WAS,23.0,2024.0,0.0,0.0,0.0,5.0,5.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,592.0,2.0,5.0,,,Boise St.,College Stats,BateJo00,batjoh001
Chuba Hubbard,RB,2021,"A running back from , taken in Round 4.0, Pick 126, with strong rushing upside.",4.0,126.0,CAR,22.0,2024.0,0.0,0.0,2.0,23.0,23.0,64.0,0.0,0.0,0.0,0.0,0.0,755.0,3175.0,22.0,121.0,749.0,2.0,4.0,,,Oklahoma St.,College Stats,HubbCh01,hubchu001
Kylen Granson,TE,2021,"A tight end out of , picked in Round 4.0, Pick 127, with solid athletic traits.",4.0,127.0,IND,23.0,2024.0,0.0,0.0,0.0,8.0,8.0,62.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,86.0,958.0,1.0,9.0,,,SMU,College Stats,GranKy00,grakyl001
Jaelon Darden,WR,2021,"A wide receiver from , drafted in Round 4.0, Pick 129, known for receiving potential.",4.0,129.0,TAM,22.0,2024.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,9.0,75.0,0.0,,,,North Texas,College Stats,DardJa00,darjae001
Tylan Wallace,WR,2021,"A wide receiver from , drafted in Round 4.0, Pick 131, known for receiving potential.",4.0,131.0,BAL,22.0,2024.0,0.0,0.0,0.0,3.0,3.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,260.0,1.0,8.0,,,Oklahoma St.,College Stats,WallTy00,waltyl001
Ian Book,QB,2021,"A quarterback from , selected in Round 4.0, Pick 133, with notable passing experience.",4.0,133.0,NOR,23.0,2021.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,20.0,135.0,0.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,,,,Notre Dame,College Stats,BookIa00,booian001
Jacob Harris,WR,2021,"A wide receiver from , drafted in Round 4.0, Pick 141, known for receiving potential.",4.0,141.0,LAR,24.0,2023.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,,,Central Florida,College Stats,HarrJa03,harjac001
Luke Farrell,TE,2021,"A tight end out of , picked in Round 5.0, Pick 145, with solid athletic traits.",5.0,145.0,JAX,23.0,2024.0,0.0,0.0,0.0,2.0,2.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,318.0,0.0,4.0,,,Ohio St.,College Stats,FarrLu00,farluk001
Brevin Jordan,TE,2021,"A tight end out of , picked in Round 5.0, Pick 147, with solid athletic traits.",5.0,147.0,HOU,21.0,2024.0,0.0,0.0,0.0,4.0,4.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,532.0,5.0,1.0,,,Miami (FL),College Stats,JordBr00,jorbre001
Kenneth Gainwell,RB,2021,"A running back from , taken in Round 5.0, Pick 150, with strong rushing upside.",5.0,150.0,PHI,22.0,2024.0,0.0,0.0,0.0,16.0,16.0,66.0,1.0,1.0,17.0,0.0,0.0,280.0,1185.0,12.0,102.0,721.0,1.0,5.0,,,Memphis,College Stats,GainKe00,gaiken001
Ihmir Smith-Marsette,WR,2021,"A wide receiver from , drafted in Round 5.0, Pick 157, known for receiving potential.",5.0,157.0,MIN,22.0,2024.0,0.0,0.0,0.0,4.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,9.0,73.0,1.0,14.0,182.0,2.0,1.0,,,Iowa,College Stats,SmitIh00,smiihm001
Noah Gray,TE,2021,"A tight end out of , picked in Round 5.0, Pick 162, with solid athletic traits.",5.0,162.0,KAN,22.0,2024.0,0.0,0.0,2.0,10.0,10.0,67.0,0.0,0.0,0.0,0.0,0.0,3.0,-2.0,1.0,103.0,1077.0,9.0,4.0,,,Duke,College Stats,GrayNo00,granoa001
Zach Davidson,TE,2021,"A tight end out of , picked in Round 5.0, Pick 168, with solid athletic traits.",5.0,168.0,MIN,23.0,2024.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,,,,Central Missouri St.,,DaviZa00,davzac001
Simi Fehoko,WR,2021,"A wide receiver from , drafted in Round 5.0, Pick 179, known for receiving potential.",5.0,179.0,DAL,23.0,2024.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,139.0,1.0,2.0,,,Stanford,College Stats,FehoSi00,fehsim001
Cornell Powell,WR,2021,"A wide receiver from , drafted in Round 5.0, Pick 181, known for receiving potential.",5.0,181.0,KAN,23.0,2022.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Clemson,College Stats,PoweCo00,powcor001
Frank Darby,WR,2021,"A wide receiver from , drafted in Round 6.0, Pick 187, known for receiving potential.",6.0,187.0,ATL,23.0,2023.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29.0,0.0,,,,Arizona St.,College Stats,DarbFr00,darfra001
Elijah Mitchell,RB,2021,"A running back from , taken in Round 6.0, Pick 194, with strong rushing upside.",6.0,194.0,SFO,23.0,2023.0,0.0,0.0,0.0,11.0,11.0,27.0,0.0,0.0,0.0,0.0,0.0,327.0,1523.0,9.0,28.0,158.0,1.0,,,,Louisiana,College Stats,MitcEl00,miteli001
Gary Brightwell,RB,2021,"A running back from , taken in Round 6.0, Pick 196, with strong rushing upside.",6.0,196.0,NYG,22.0,2024.0,0.0,0.0,0.0,1.0,1.0,39.0,0.0,0.0,0.0,0.0,0.0,41.0,164.0,1.0,11.0,92.0,0.0,3.0,,,Arizona,College Stats,BrigGa00,brigar001
Larry Rountree,RB,2021,"A running back from , taken in Round 6.0, Pick 198, with strong rushing upside.",6.0,198.0,LAC,22.0,2022.0,0.0,0.0,0.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,49.0,106.0,1.0,3.0,13.0,0.0,,,,Missouri,College Stats,RounLa00,roular001
Chris Evans,RB,2021,"A running back from , taken in Round 6.0, Pick 202, with strong rushing upside.",6.0,202.0,CIN,23.0,2023.0,0.0,0.0,0.0,2.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,19.0,89.0,0.0,19.0,188.0,3.0,6.0,,,Michigan,College Stats,EvanCh02,evachr001
Marquez Stevenson,WR,2021,"A wide receiver from , drafted in Round 6.0, Pick 203, known for receiving potential.",6.0,203.0,BUF,23.0,2021.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Houston,College Stats,StevMa00,stemar001
Shi Smith,WR,2021,"A wide receiver from , drafted in Round 6.0, Pick 204, known for receiving potential.",6.0,204.0,CAR,22.0,2022.0,0.0,0.0,0.0,4.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,28.0,400.0,2.0,4.0,,,South Carolina,College Stats,SmitSh03,smishi001
Racey Mcmath,WR,2021,"A wide receiver from , drafted in Round 6.0, Pick 205, known for receiving potential.",6.0,205.0,TEN,22.0,2022.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,48.0,0.0,2.0,,,LSU,College Stats,McMaRa00,mcmrac002
Jalen Camp,WR,2021,"A wide receiver from , drafted in Round 6.0, Pick 209, known for receiving potential.",6.0,209.0,JAX,23.0,2022.0,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,,,,Georgia Tech,College Stats,CampJa03,camjal001
Demetric Felton,RB,2021,"A running back from , taken in Round 6.0, Pick 211, with strong rushing upside.",6.0,211.0,CLE,23.0,2022.0,0.0,0.0,0.0,2.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,0.0,20.0,189.0,2.0,3.0,,,UCLA,College Stats,FeltDe00,feldem001
Khalil Herbert,RB,2021,"A running back from , taken in Round 6.0, Pick 217, with strong rushing upside.",6.0,217.0,CHI,23.0,2024.0,0.0,0.0,1.0,13.0,12.0,56.0,0.0,0.0,0.0,0.0,0.0,400.0,1905.0,9.0,53.0,312.0,2.0,6.0,,,Virginia Tech,College Stats,HerbKh00,herkha001
Sam Ehlinger,QB,2021,"A quarterback from , selected in Round 6.0, Pick 218, with notable passing experience.",6.0,218.0,IND,22.0,2023.0,0.0,0.0,0.0,2.0,2.0,8.0,64.0,101.0,573.0,3.0,3.0,20.0,96.0,0.0,0.0,0.0,0.0,,,,Texas,College Stats,EhliSa00,ehlsam001
Seth Williams,WR,2021,"A wide receiver from , drafted in Round 6.0, Pick 219, known for receiving potential.",6.0,219.0,DEN,21.0,2021.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,,,,Auburn,College Stats,WillSe00,wilset001
Dazz Newsome,WR,2021,"A wide receiver from , drafted in Round 6.0, Pick 221, known for receiving potential.",6.0,221.0,CHI,22.0,2021.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,0.0,1.0,,,North Carolina,College Stats,NewsDa00,newdaz001
Mike Strachan,WR,2021,"A wide receiver from , drafted in Round 7.0, Pick 229, known for receiving potential.",7.0,229.0,IND,24.0,2023.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,130.0,0.0,,,,Charleston (WV),,StraMi03,strmik001
Jake Funk,RB,2021,"A running back from , taken in Round 7.0, Pick 233, with strong rushing upside.",7.0,233.0,LAR,23.0,2023.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,1.0,12.0,0.0,1.0,,,Maryland,College Stats,FunkJa00,funjak001
Tre Nixon,WR,2021,"A wide receiver from , drafted in Round 7.0, Pick 242, known for receiving potential.",7.0,242.0,NWE,23.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Central Florida,College Stats,NixoTr01,nixtre001
Gerrid Doaks,RB,2021,"A running back from , taken in Round 7.0, Pick 244, with strong rushing upside.",7.0,244.0,MIA,23.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Cincinnati,College Stats,DoakGe00,doager001
Ben Skowronek,WR,2021,"A wide receiver from , drafted in Round 7.0, Pick 249, known for receiving potential.",7.0,249.0,LAR,24.0,2024.0,0.0,0.0,1.0,7.0,6.0,55.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,1.0,63.0,644.0,1.0,22.0,,,Notre Dame,College Stats,SkowBe00,skoben001
Kawaan Baker,WR,2021,"A wide receiver from , drafted in Round 7.0, Pick 255, known for receiving potential.",7.0,255.0,NOR,23.0,2021.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,South Alabama,College Stats,BakeKa00,bakkaw001
Kylin Hill,RB,2021,"A running back from , taken in Round 7.0, Pick 256, with strong rushing upside.",7.0,256.0,GNB,23.0,2022.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,11.0,31.0,0.0,1.0,5.0,0.0,1.0,,,Mississippi St.,College Stats,HillKy00,hilkyl001
Jermar Jefferson,RB,2021,"A running back from , taken in Round 7.0, Pick 257, with strong rushing upside.",7.0,257.0,DET,21.0,2024.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,21.0,96.0,2.0,5.0,33.0,0.0,,,,Oregon St.,College Stats,JeffJe00,jefjer001
Dax Milne,WR,2021,"A wide receiver from , drafted in Round 7.0, Pick 258, known for receiving potential.",7.0,258.0,WAS,22.0,2022.0,0.0,0.0,0.0,1.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,15.0,120.0,1.0,,,,BYU,College Stats,MilnDa00,mildax001
Drake London,WR,2022,"A wide receiver from , drafted in Round 1.0, Pick 8, known for receiving potential.",1.0,8.0,ATL,21.0,2024.0,0.0,0.0,3.0,25.0,25.0,50.0,1.0,1.0,22.0,0.0,0.0,1.0,-3.0,0.0,241.0,3042.0,15.0,2.0,,,USC,College Stats,LondDr00,londra001
