player_name,position,season,scouting_blurb,Rnd,Pick,Tm,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Int.1,Sk,College/Univ,Unnamed: 28,-9999,player_id
Brock Purdy,QB,2022,"A quarterback from , selected in Round 7.0, Pick 262, with notable passing experience.",7.0,262.0,SFO,22.0,2024.0,0.0,1.0,2.0,36.0,36.0,40.0,722.0,1069.0,9518.0,64.0,27.0,127.0,480.0,8.0,0.0,0.0,0.0,,,,Iowa St.,College Stats,PurdBr00,purbro001
Bryce Young,QB,2023,"A quarterback from , selected in Round 1.0, Pick 1, with notable passing experience.",1.0,1.0,CAR,22.0,2024.0,0.0,0.0,1.0,14.0,14.0,30.0,549.0,911.0,5280.0,26.0,19.0,82.0,502.0,6.0,0.0,0.0,0.0,,,,Alabama,College Stats,YounBr01,youbry001
C.J. Stroud,QB,2023,"A quarterback from , selected in Round 1.0, Pick 2, with notable passing experience.",1.0,2.0,HOU,21.0,2024.0,0.0,1.0,2.0,24.0,24.0,32.0,655.0,1031.0,7835.0,43.0,17.0,91.0,400.0,3.0,1.0,0.0,0.0,,,,Ohio St.,College Stats,StroCJ00,strcjj001
Anthony Richardson,QB,2023,"A quarterback from , selected in Round 1.0, Pick 4, with notable passing experience.",1.0,4.0,IND,21.0,2024.0,0.0,0.0,1.0,9.0,9.0,15.0,176.0,348.0,2391.0,11.0,13.0,111.0,635.0,10.0,1.0,-1.0,0.0,,,,Florida,College Stats,RichAn03,ricant001
Bijan Robinson,RB,2023,"A running back from , taken in Round 1.0, Pick 8, with strong rushing upside.",1.0,8.0,ATL,21.0,2024.0,0.0,1.0,2.0,21.0,21.0,34.0,0.0,0.0,0.0,0.0,0.0,518.0,2432.0,18.0,119.0,918.0,5.0,,,,Texas,College Stats,RobiBi01,robbij001
Jahmyr Gibbs,RB,2023,"A running back from , taken in Round 1.0, Pick 12, with strong rushing upside.",1.0,12.0,DET,21.0,2024.0,0.0,2.0,0.0,27.0,27.0,32.0,0.0,0.0,0.0,0.0,0.0,432.0,2357.0,26.0,104.0,833.0,5.0,,,,Alabama,College Stats,GibbJa01,gibjah001
Jaxon Smith-Njigba,WR,2023,"A wide receiver from , drafted in Round 1.0, Pick 20, known for receiving potential.",1.0,20.0,SEA,21.0,2024.0,0.0,1.0,1.0,15.0,15.0,34.0,1.0,1.0,35.0,0.0,0.0,5.0,26.0,0.0,163.0,1758.0,10.0,,,,Ohio St.,College Stats,SmitJa06,smijax001
Quentin Johnston,WR,2023,"A wide receiver from , drafted in Round 1.0, Pick 21, known for receiving potential.",1.0,21.0,LAC,22.0,2024.0,0.0,0.0,2.0,11.0,11.0,32.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0,93.0,1142.0,10.0,,,,TCU,College Stats,JohnQu02,johque001
Zay Flowers,WR,2023,"A wide receiver from , drafted in Round 1.0, Pick 22, known for receiving potential.",1.0,22.0,BAL,22.0,2024.0,0.0,1.0,2.0,20.0,20.0,33.0,0.0,0.0,0.0,0.0,0.0,17.0,112.0,1.0,151.0,1917.0,9.0,,,,Boston Col.,College Stats,FlowZa00,flozay001
Jordan Addison,WR,2023,"A wide receiver from , drafted in Round 1.0, Pick 23, known for receiving potential.",1.0,23.0,MIN,21.0,2024.0,0.0,0.0,2.0,15.0,15.0,32.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0,1.0,133.0,1786.0,19.0,,,,USC,College Stats,AddiJo00,addjor001
Dalton Kincaid,TE,2023,"A tight end out of , picked in Round 1.0, Pick 25, with solid athletic traits.",1.0,25.0,BUF,23.0,2024.0,0.0,0.0,2.0,12.0,12.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,1121.0,4.0,,,,Utah,College Stats,KincDa00,kindal001
Will Levis,QB,2023,"A quarterback from , selected in Round 2.0, Pick 33, with notable passing experience.",2.0,33.0,TEN,24.0,2024.0,0.0,0.0,2.0,11.0,11.0,21.0,339.0,556.0,3899.0,21.0,16.0,70.0,240.0,1.0,0.0,0.0,0.0,,,,Kentucky,College Stats,LeviWi00,levwil001
Sam Laporta,TE,2023,"A tight end out of , picked in Round 2.0, Pick 34, with solid athletic traits.",2.0,34.0,DET,22.0,2024.0,0.0,1.0,2.0,17.0,17.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,146.0,1615.0,17.0,,,,Iowa,College Stats,LaPoSa01,lapsam002
Michael Mayer,TE,2023,"A tight end out of , picked in Round 2.0, Pick 35, with solid athletic traits.",2.0,35.0,LVR,22.0,2024.0,0.0,0.0,1.0,4.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,460.0,2.0,,,,Notre Dame,College Stats,MayeMi00,maymic001
Jonathan Mingo,WR,2023,"A wide receiver from , drafted in Round 2.0, Pick 39, known for receiving potential.",2.0,39.0,CAR,22.0,2024.0,0.0,0.0,1.0,4.0,4.0,32.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,60.0,585.0,0.0,,,,Mississippi,College Stats,MingJo00,minjon001
Luke Musgrave,TE,2023,"A tight end out of , picked in Round 2.0, Pick 42, with solid athletic traits.",2.0,42.0,GNB,23.0,2024.0,0.0,0.0,1.0,3.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,397.0,1.0,,,,Oregon St.,College Stats,MusgLu00,musluk001
Jayden Reed,WR,2023,"A wide receiver from , drafted in Round 2.0, Pick 50, known for receiving potential.",2.0,50.0,GNB,23.0,2024.0,0.0,0.0,1.0,18.0,18.0,33.0,0.0,0.0,0.0,0.0,0.0,31.0,282.0,3.0,119.0,1650.0,14.0,,,,Michigan St.,College Stats,ReedJa03,reejay001
Zach Charbonnet,RB,2023,"A running back from , taken in Round 2.0, Pick 52, with strong rushing upside.",2.0,52.0,SEA,22.0,2024.0,0.0,0.0,0.0,11.0,11.0,33.0,0.0,0.0,0.0,0.0,0.0,243.0,1031.0,9.0,75.0,549.0,1.0,1.0,,,UCLA,College Stats,CharZa00,chazac001
Rashee Rice,WR,2023,"A wide receiver from , drafted in Round 2.0, Pick 55, known for receiving potential.",2.0,55.0,KAN,23.0,2024.0,0.0,0.0,0.0,11.0,11.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,103.0,1226.0,9.0,,,,SMU,College Stats,RiceRa01,ricras001
Luke Schoonmaker,TE,2023,"A tight end out of , picked in Round 2.0, Pick 58, with solid athletic traits.",2.0,58.0,DAL,24.0,2024.0,0.0,0.0,0.0,3.0,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,306.0,3.0,5.0,,,Michigan,College Stats,SchoLu00,schluk001
Brenton Strange,TE,2023,"A tight end out of , picked in Round 2.0, Pick 61, with solid athletic traits.",2.0,61.0,JAX,22.0,2024.0,0.0,0.0,1.0,3.0,3.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,446.0,3.0,1.0,,,Penn St.,College Stats,StraBr00,strbre001
Marvin Mims,WR,2023,"A wide receiver from , drafted in Round 2.0, Pick 63, known for receiving potential.",2.0,63.0,DEN,21.0,2024.0,1.0,2.0,0.0,10.0,10.0,33.0,0.0,0.0,0.0,0.0,0.0,22.0,72.0,0.0,61.0,880.0,7.0,1.0,,,Oklahoma,College Stats,MimsMa00,mimmar001
Hendon Hooker,QB,2023,"A quarterback from , selected in Round 3.0, Pick 68, with notable passing experience.",3.0,68.0,DET,25.0,2024.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,9.0,62.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,,,,Tennessee,College Stats,HookHe00,hoohen001
Tank Dell,WR,2023,"A wide receiver from , drafted in Round 3.0, Pick 69, known for receiving potential.",3.0,69.0,HOU,23.0,2024.0,0.0,0.0,1.0,12.0,12.0,25.0,0.0,0.0,0.0,0.0,0.0,20.0,94.0,0.0,98.0,1376.0,10.0,,,,Houston,College Stats,DellNa00,deltan001
Kendre Miller,RB,2023,"A running back from , taken in Round 3.0, Pick 71, with strong rushing upside.",3.0,71.0,NOR,21.0,2024.0,0.0,0.0,0.0,3.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,80.0,304.0,2.0,15.0,150.0,0.0,,,,TCU,College Stats,MillKe01,milken001
Jalin Hyatt,WR,2023,"A wide receiver from , drafted in Round 3.0, Pick 73, known for receiving potential.",3.0,73.0,NYG,21.0,2024.0,0.0,0.0,0.0,3.0,3.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,435.0,0.0,,,,Tennessee,College Stats,HyatJa00,hyajal001
Cedric Tillman,WR,2023,"A wide receiver from , drafted in Round 3.0, Pick 74, known for receiving potential.",3.0,74.0,CLE,23.0,2024.0,0.0,0.0,0.0,4.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,50.0,563.0,3.0,,,,Tennessee,College Stats,TillCe01,tilced001
Tucker Kraft,TE,2023,"A tight end out of , picked in Round 3.0, Pick 78, with solid athletic traits.",3.0,78.0,GNB,22.0,2024.0,0.0,0.0,1.0,11.0,11.0,34.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,81.0,1062.0,9.0,2.0,,,South Dakota St.,,KrafTu00,kratuc001
Josh Downs,WR,2023,"A wide receiver from , drafted in Round 3.0, Pick 79, known for receiving potential.",3.0,79.0,IND,22.0,2024.0,0.0,0.0,1.0,14.0,14.0,31.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,140.0,1574.0,7.0,,,,North Carolina,College Stats,DownJo00,dowjos001
Tyjae Spears,RB,2023,"A running back from , taken in Round 3.0, Pick 81, with strong rushing upside.",3.0,81.0,TEN,22.0,2024.0,0.0,0.0,0.0,9.0,9.0,29.0,0.0,0.0,0.0,0.0,0.0,184.0,765.0,6.0,82.0,609.0,2.0,,,,Tulane,College Stats,SpeaTy00,spetyj001
De'Von Achane,RB,2023,"A running back from , taken in Round 3.0, Pick 84, with strong rushing upside.",3.0,84.0,MIA,21.0,2024.0,0.0,0.0,1.0,18.0,18.0,28.0,0.0,0.0,0.0,0.0,0.0,306.0,1707.0,14.0,105.0,789.0,9.0,,,,Texas A&M,College Stats,AchaDe00,achdev001
Tank Bigsby,RB,2023,"A running back from , taken in Round 3.0, Pick 88, with strong rushing upside.",3.0,88.0,JAX,22.0,2024.0,0.0,0.0,0.0,6.0,6.0,33.0,0.0,0.0,0.0,0.0,0.0,218.0,898.0,9.0,8.0,60.0,0.0,,,,Auburn,College Stats,BigsTa00,bigtan001
Darnell Washington,TE,2023,"A tight end out of , picked in Round 3.0, Pick 93, with solid athletic traits.",3.0,93.0,PIT,22.0,2024.0,0.0,0.0,1.0,3.0,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,261.0,1.0,,,,Georgia,College Stats,WashDa03,wasdar001
Michael Wilson,WR,2023,"A wide receiver from , drafted in Round 3.0, Pick 94, known for receiving potential.",3.0,94.0,ARI,23.0,2024.0,0.0,0.0,2.0,11.0,11.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,85.0,1113.0,7.0,,,,Stanford,College Stats,WilsMi02,wilmic001
Tre Tucker,WR,2023,"A wide receiver from , drafted in Round 3.0, Pick 100, known for receiving potential.",3.0,100.0,LVR,22.0,2024.0,0.0,0.0,1.0,7.0,7.0,33.0,0.0,0.0,0.0,0.0,0.0,19.0,121.0,1.0,66.0,870.0,5.0,2.0,,,Cincinnati,College Stats,TuckTr00,tuctre001
Cameron Latu,TE,2023,"A tight end out of , picked in Round 3.0, Pick 101, with solid athletic traits.",3.0,101.0,SFO,23.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Alabama,College Stats,LatuCa01,latcam001
Roschon Johnson,RB,2023,"A running back from , taken in Round 4.0, Pick 115, with strong rushing upside.",4.0,115.0,CHI,22.0,2024.0,0.0,0.0,0.0,6.0,6.0,29.0,0.0,0.0,0.0,0.0,0.0,136.0,502.0,8.0,50.0,313.0,0.0,1.0,,,Texas,College Stats,JohnRo07,johros001
Derius Davis,WR,2023,"A wide receiver from , drafted in Round 4.0, Pick 125, known for receiving potential.",4.0,125.0,LAC,22.0,2024.0,0.0,0.0,0.0,3.0,3.0,32.0,0.0,0.0,0.0,0.0,0.0,26.0,140.0,0.0,28.0,178.0,2.0,,,,TCU,College Stats,DaviDe02,davder001
Jake Haener,QB,2023,"A quarterback from , selected in Round 4.0, Pick 127, with notable passing experience.",4.0,127.0,NOR,24.0,2024.0,0.0,0.0,0.0,1.0,1.0,8.0,18.0,39.0,226.0,1.0,1.0,11.0,22.0,0.0,0.0,0.0,0.0,,,,Fresno St.,College Stats,HaenJa00,haejak001
Stetson Bennett,QB,2023,"A quarterback from , selected in Round 4.0, Pick 128, with notable passing experience.",4.0,128.0,LAR,25.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Georgia,College Stats,BennSt00,benste001
Charlie Jones,WR,2023,"A wide receiver from , drafted in Round 4.0, Pick 131, known for receiving potential.",4.0,131.0,CIN,24.0,2024.0,0.0,0.0,0.0,3.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,8.0,69.0,0.0,,,,Purdue,College Stats,JoneCh11,joncha001
Tyler Scott,WR,2023,"A wide receiver from , drafted in Round 4.0, Pick 133, known for receiving potential.",4.0,133.0,CHI,21.0,2024.0,0.0,0.0,0.0,2.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,7.0,41.0,0.0,18.0,173.0,0.0,1.0,,,Cincinnati,College Stats,ScotTy00,scotyl001
Aidan O'Connell,QB,2023,"A quarterback from , selected in Round 4.0, Pick 135, with notable passing experience.",4.0,135.0,LVR,25.0,2024.0,0.0,0.0,1.0,10.0,10.0,20.0,367.0,586.0,3830.0,20.0,11.0,38.0,41.0,2.0,0.0,0.0,0.0,,,,Purdue,College Stats,OConAi00,ocoaid001
Clayton Tune,QB,2023,"A quarterback from , selected in Round 5.0, Pick 139, with notable passing experience.",5.0,139.0,ARI,24.0,2024.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,23.0,70.0,0.0,2.0,15.0,26.0,1.0,0.0,0.0,0.0,,,,Houston,College Stats,TuneCl00,tuncla001
Dorian Thompson-Robinson,QB,2023,"A quarterback from , selected in Round 5.0, Pick 140, with notable passing experience.",5.0,140.0,CLE,23.0,2024.0,0.0,0.0,0.0,2.0,2.0,15.0,121.0,230.0,880.0,1.0,10.0,35.0,187.0,0.0,0.0,0.0,0.0,,,,UCLA,College Stats,ThomDo02,thodor001
Israel Abanikanda,RB,2023,"A running back from , taken in Round 5.0, Pick 143, with strong rushing upside.",5.0,143.0,NYJ,20.0,2023.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,22.0,70.0,0.0,7.0,43.0,0.0,,,,Pittsburgh,College Stats,AbanIs00,abaisr001
Josh Whyle,TE,2023,"A tight end out of , picked in Round 5.0, Pick 147, with solid athletic traits.",5.0,147.0,TEN,23.0,2024.0,0.0,0.0,0.0,3.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,342.0,2.0,3.0,,,Cincinnati,College Stats,WhylJo01,whyjos001
Sean Clifford,QB,2023,"A quarterback from , selected in Round 5.0, Pick 149, with notable passing experience.",5.0,149.0,GNB,25.0,2023.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,37.0,0.0,0.0,3.0,-2.0,0.0,0.0,0.0,0.0,,,,Penn St.,College Stats,ClifSe00,clisea001
Justin Shorter,WR,2023,"A wide receiver from , drafted in Round 5.0, Pick 150, known for receiving potential.",5.0,150.0,BUF,23.0,2024.0,0.0,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Florida,College Stats,ShorJu00,shojus001
Dontayvion Wicks,WR,2023,"A wide receiver from , drafted in Round 5.0, Pick 159, known for receiving potential.",5.0,159.0,GNB,22.0,2024.0,0.0,0.0,0.0,10.0,10.0,32.0,1.0,1.0,14.0,0.0,0.0,1.0,1.0,0.0,78.0,996.0,9.0,,,,Virginia,College Stats,WickDo00,wicdon001
Will Mallory,TE,2023,"A tight end out of , picked in Round 5.0, Pick 162, with solid athletic traits.",5.0,162.0,IND,24.0,2024.0,0.0,0.0,0.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,236.0,0.0,,,,Miami (FL),College Stats,MallWi00,malwil001
Chase Brown,RB,2023,"A running back from , taken in Round 5.0, Pick 163, with strong rushing upside.",5.0,163.0,CIN,23.0,2024.0,0.0,0.0,0.0,13.0,13.0,28.0,0.0,0.0,0.0,0.0,0.0,273.0,1169.0,7.0,68.0,516.0,5.0,2.0,,,Illinois,College Stats,BrowCh10,brocha001
Jaren Hall,QB,2023,"A quarterback from , selected in Round 5.0, Pick 164, with notable passing experience.",5.0,164.0,MIN,25.0,2023.0,0.0,0.0,0.0,1.0,1.0,3.0,13.0,20.0,168.0,0.0,1.0,6.0,14.0,0.0,0.0,0.0,0.0,,,,BYU,College Stats,HallJa00,haljar001
Payne Durham,TE,2023,"A tight end out of , picked in Round 5.0, Pick 171, with solid athletic traits.",5.0,171.0,TAM,23.0,2024.0,0.0,0.0,0.0,2.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,173.0,2.0,,,,Purdue,College Stats,DurhPa00,durpay001
Eric Gray,RB,2023,"A running back from , taken in Round 5.0, Pick 172, with strong rushing upside.",5.0,172.0,NYG,23.0,2024.0,0.0,0.0,0.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,31.0,79.0,0.0,16.0,104.0,0.0,,,,Oklahoma,College Stats,GrayEr01,graeri001
Davis Allen,TE,2023,"A tight end out of , picked in Round 5.0, Pick 175, with solid athletic traits.",5.0,175.0,LAR,22.0,2024.0,0.0,0.0,0.0,1.0,1.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,134.0,1.0,1.0,,,Clemson,College Stats,AlleDa02,alldav001
Evan Hull,RB,2023,"A running back from , taken in Round 5.0, Pick 176, with strong rushing upside.",5.0,176.0,IND,22.0,2024.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,0.0,,,,Northwestern,College Stats,HullEv00,huleva001
Puka Nacua,WR,2023,"A wide receiver from , drafted in Round 5.0, Pick 177, known for receiving potential.",5.0,177.0,LAR,22.0,2024.0,0.0,1.0,1.0,23.0,23.0,28.0,0.0,0.0,0.0,0.0,0.0,23.0,135.0,1.0,184.0,2476.0,9.0,,,,BYU,College Stats,NacuPu00,nacpuk001
Parker Washington,WR,2023,"A wide receiver from , drafted in Round 6.0, Pick 185, known for receiving potential.",6.0,185.0,JAX,21.0,2024.0,0.0,0.0,0.0,5.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,522.0,5.0,,,,Penn St.,College Stats,WashPa01,waspar001
Kayshon Boutte,WR,2023,"A wide receiver from , drafted in Round 6.0, Pick 187, known for receiving potential.",6.0,187.0,NWE,21.0,2024.0,0.0,0.0,1.0,5.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,608.0,3.0,,,,LSU,College Stats,BoutKa00,boukay001
Tanner Mckee,QB,2023,"A quarterback from , selected in Round 6.0, Pick 188, with notable passing experience.",6.0,188.0,PHI,23.0,2024.0,0.0,0.0,0.0,1.0,1.0,2.0,30.0,45.0,323.0,4.0,0.0,5.0,-1.0,0.0,0.0,0.0,0.0,,,,Stanford,College Stats,McKeTa01,mcktan002
Trey Palmer,WR,2023,"A wide receiver from , drafted in Round 6.0, Pick 191, known for receiving potential.",6.0,191.0,TAM,22.0,2024.0,0.0,0.0,0.0,6.0,6.0,32.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0,0.0,51.0,557.0,4.0,,,,Nebraska,College Stats,PalmTr00,paltre001
Chris Rodriguez,RB,2023,"A running back from , taken in Round 6.0, Pick 193, with strong rushing upside.",6.0,193.0,WAS,22.0,2024.0,0.0,0.0,0.0,3.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,86.0,420.0,4.0,3.0,24.0,0.0,2.0,,,Kentucky,College Stats,RodrCh00,rodchr001
A.T. Perry,WR,2023,"A wide receiver from , drafted in Round 6.0, Pick 195, known for receiving potential.",6.0,195.0,NOR,23.0,2023.0,0.0,0.0,0.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,246.0,4.0,,,,Wake Forest,College Stats,PerrAT00,peratt001
Elijah Higgins,WR,2023,"A wide receiver from , drafted in Round 6.0, Pick 197, known for receiving potential.",6.0,197.0,MIA,22.0,2024.0,0.0,0.0,0.0,4.0,,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,335.0,3.0,1.0,,,Stanford,College Stats,HiggEl00,higeli001
Xavier Hutchinson,WR,2023,"A wide receiver from , drafted in Round 6.0, Pick 205, known for receiving potential.",6.0,205.0,HOU,23.0,2024.0,0.0,0.0,0.0,2.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,5.0,49.0,0.0,20.0,207.0,0.0,3.0,,,Iowa St.,College Stats,HutcXa00,hutxav001
Andrei Iosivas,WR,2023,"A wide receiver from , drafted in Round 6.0, Pick 206, known for receiving potential.",6.0,206.0,CIN,23.0,2024.0,0.0,0.0,1.0,5.0,5.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,595.0,10.0,3.0,,,Princeton,,IosiAn00,iosand001
Demario Douglas,WR,2023,"A wide receiver from , drafted in Round 6.0, Pick 210, known for receiving potential.",6.0,210.0,NWE,22.0,2024.0,0.0,0.0,0.0,9.0,9.0,31.0,0.0,0.0,0.0,0.0,0.0,11.0,57.0,0.0,115.0,1182.0,3.0,,,,Liberty,College Stats,DougDe00,doudem002
Deuce Vaughn,RB,2023,"A running back from , taken in Round 6.0, Pick 212, with strong rushing upside.",6.0,212.0,DAL,21.0,2024.0,0.0,0.0,0.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,40.0,110.0,0.0,10.0,58.0,0.0,,,,Kansas St.,College Stats,VaugDe00,vaudeu001
Zach Evans,RB,2023,"A running back from , taken in Round 6.0, Pick 215, with strong rushing upside.",6.0,215.0,LAR,22.0,2023.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,19.0,0.0,0.0,0.0,0.0,,,,Mississippi,College Stats,EvanZa00,evazac001
Antoine Green,WR,2023,"A wide receiver from , drafted in Round 7.0, Pick 219, known for receiving potential.",7.0,219.0,DET,23.0,2023.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,,,North Carolina,College Stats,GreeAn00,greant001
Zack Kuntz,TE,2023,"A tight end out of , picked in Round 7.0, Pick 220, with solid athletic traits.",7.0,220.0,NYJ,24.0,2024.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Old Dominion,College Stats,KuntZa00,kunzac001
Dewayne Mcbride,RB,2023,"A running back from , taken in Round 7.0, Pick 222, with strong rushing upside.",7.0,222.0,MIN,22.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Ala-Birmingham,College Stats,McBrDe00,mcbdew001
Colton Dowell,WR,2023,"A wide receiver from , drafted in Round 7.0, Pick 228, known for receiving potential.",7.0,228.0,TEN,24.0,2023.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,,,UT Martin,,DoweCo00,dowcol001
Lew Nichols,RB,2023,"A running back from , taken in Round 7.0, Pick 235, with strong rushing upside.",7.0,235.0,GNB,22.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Central Michigan,College Stats,NichLe00,niclew001
Kenny Mcintosh,RB,2023,"A running back from , taken in Round 7.0, Pick 237, with strong rushing upside.",7.0,237.0,SEA,23.0,2024.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,31.0,172.0,0.0,3.0,22.0,0.0,2.0,,,Georgia,College Stats,McInKe00,mciken002
Max Duggan,QB,2023,"A quarterback from , selected in Round 7.0, Pick 239, with notable passing experience.",7.0,239.0,LAC,22.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,TCU,College Stats,DuggMa00,dugmax001
Jalen Brooks,WR,2023,"A wide receiver from , drafted in Round 7.0, Pick 244, known for receiving potential.",7.0,244.0,DAL,23.0,2024.0,0.0,0.0,0.0,2.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,241.0,1.0,3.0,,,South Carolina,College Stats,BrooJa03,brojal001
