player_name,position,season,scouting_blurb,Rnd,Pick,Tm,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Int.1,Sk,College/Univ,Unnamed: 28,-9999,player_id
Brayden Willis,TE,2023,"A tight end out of , picked in Round 7.0, Pick 247, with solid athletic traits.",7.0,247.0,SFO,23.0,2024.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,Oklahoma,College Stats,WillBr06,wilbra001
Ronnie Bell,WR,2023,"A wide receiver from , drafted in Round 7.0, Pick 253, known for receiving potential.",7.0,253.0,SFO,23.0,2024.0,0.0,0.0,0.0,1.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,90.0,3.0,2.0,,,Michigan,College Stats,BellRo01,belron001
Grant Dubose,WR,2023,"A wide receiver from , drafted in Round 7.0, Pick 256, known for receiving potential.",7.0,256.0,GNB,22.0,2024.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,,,,Charlotte,College Stats,DuboGr00,dubgra001
Caleb Williams,QB,2024,"A quarterback from , selected in Round 1.0, Pick 1, with notable passing experience.",1.0,1.0,CHI,22.0,2024.0,0.0,0.0,1.0,12.0,12.0,17.0,351.0,562.0,3541.0,20.0,6.0,81.0,489.0,0.0,0.0,0.0,0.0,,,,USC,College Stats,WillCa03,wilcal001
Jayden Daniels,QB,2024,"A quarterback from , selected in Round 1.0, Pick 2, with notable passing experience.",1.0,2.0,WAS,23.0,2024.0,0.0,1.0,1.0,20.0,20.0,17.0,331.0,480.0,3568.0,25.0,9.0,148.0,891.0,6.0,0.0,0.0,0.0,,,,LSU,College Stats,DaniJa02,danjay001
Drake Maye,QB,2024,"A quarterback from , selected in Round 1.0, Pick 3, with notable passing experience.",1.0,3.0,NWE,22.0,2024.0,0.0,1.0,1.0,8.0,8.0,13.0,225.0,338.0,2276.0,15.0,10.0,54.0,421.0,2.0,0.0,0.0,0.0,,,,North Carolina,College Stats,MayeDr00,maydra001
Marvin Harrison Jr.,WR,2024,"A wide receiver from , drafted in Round 1.0, Pick 4, known for receiving potential.",1.0,4.0,ARI,22.0,2024.0,0.0,0.0,1.0,8.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,885.0,8.0,,,,Ohio St.,College Stats,HarrMa09,jrrmar001
Malik Nabers,WR,2024,"A wide receiver from , drafted in Round 1.0, Pick 6, known for receiving potential.",1.0,6.0,NYG,21.0,2024.0,0.0,1.0,1.0,9.0,9.0,15.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,109.0,1204.0,7.0,,,,LSU,College Stats,NabeMa00,nabmal001
Michael Penix,QB,2024,"A quarterback from , selected in Round 1.0, Pick 8, with notable passing experience.",1.0,8.0,ATL,24.0,2024.0,0.0,0.0,0.0,2.0,2.0,5.0,61.0,105.0,775.0,3.0,3.0,7.0,11.0,1.0,0.0,0.0,0.0,,,,Washington,College Stats,PeniMi00,penmic001
Rome Odunze,WR,2024,"A wide receiver from , drafted in Round 1.0, Pick 9, known for receiving potential.",1.0,9.0,CHI,22.0,2024.0,0.0,0.0,1.0,6.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,54.0,734.0,3.0,,,,Washington,College Stats,OdunRo00,odurom001
J.J. Mccarthy,QB,2024,"A quarterback from , selected in Round 1.0, Pick 10, with notable passing experience.",1.0,10.0,MIN,21.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Michigan,College Stats,McCaJJ00,mccjjj001
Bo Nix,QB,2024,"A quarterback from , selected in Round 1.0, Pick 12, with notable passing experience.",1.0,12.0,DEN,24.0,2024.0,0.0,0.0,1.0,13.0,13.0,17.0,376.0,567.0,3775.0,29.0,12.0,92.0,430.0,4.0,1.0,2.0,1.0,,,,Oregon,College Stats,NixxBo00,nixboo001
Brock Bowers,TE,2024,"A tight end out of , picked in Round 1.0, Pick 13, with solid athletic traits.",1.0,13.0,LVR,21.0,2024.0,1.0,1.0,1.0,9.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,112.0,1194.0,5.0,,,,Georgia,College Stats,BoweBr01,bowbro001
Brian Thomas,WR,2024,"A wide receiver from , drafted in Round 1.0, Pick 23, known for receiving potential.",1.0,23.0,JAX,21.0,2024.0,0.0,1.0,1.0,11.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,6.0,48.0,0.0,87.0,1282.0,10.0,,,,LSU,College Stats,ThomBr06,thobri001
Xavier Worthy,WR,2024,"A wide receiver from , drafted in Round 1.0, Pick 28, known for receiving potential.",1.0,28.0,KAN,21.0,2024.0,0.0,0.0,1.0,7.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,20.0,104.0,3.0,59.0,638.0,6.0,,,,Texas,College Stats,WortXa00,worxav001
Ricky Pearsall,WR,2024,"A wide receiver from , drafted in Round 1.0, Pick 31, known for receiving potential.",1.0,31.0,SFO,23.0,2024.0,0.0,0.0,0.0,3.0,3.0,11.0,0.0,1.0,0.0,0.0,0.0,3.0,45.0,0.0,31.0,400.0,3.0,,,,Florida,College Stats,PearRi00,pearic001
Xavier Legette,WR,2024,"A wide receiver from , drafted in Round 1.0, Pick 32, known for receiving potential.",1.0,32.0,CAR,23.0,2024.0,0.0,0.0,1.0,5.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,0.0,49.0,497.0,4.0,,,,South Carolina,College Stats,LegeXa00,legxav001
Keon Coleman,WR,2024,"A wide receiver from , drafted in Round 2.0, Pick 33, known for receiving potential.",2.0,33.0,BUF,21.0,2024.0,0.0,0.0,1.0,7.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,29.0,556.0,4.0,,,,Florida St.,College Stats,ColeKe02,colkeo001
Ladd Mcconkey,WR,2024,"A wide receiver from , drafted in Round 2.0, Pick 34, known for receiving potential.",2.0,34.0,LAC,22.0,2024.0,0.0,0.0,1.0,11.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,1149.0,7.0,,,,Georgia,College Stats,McCoLa00,mcclad002
Ja'Lynn Polk,WR,2024,"A wide receiver from , drafted in Round 2.0, Pick 37, known for receiving potential.",2.0,37.0,NWE,22.0,2024.0,0.0,0.0,1.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,87.0,2.0,,,,Washington,College Stats,PolkJa00,poljal001
Jonathon Brooks,RB,2024,"A running back from , taken in Round 2.0, Pick 46, with strong rushing upside.",2.0,46.0,CAR,21.0,2024.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,22.0,0.0,3.0,23.0,0.0,,,,Texas,College Stats,BrooJo02,brojon001
Adonai Mitchell,WR,2024,"A wide receiver from , drafted in Round 2.0, Pick 52, known for receiving potential.",2.0,52.0,IND,21.0,2024.0,0.0,0.0,1.0,3.0,3.0,17.0,1.0,1.0,24.0,0.0,0.0,4.0,6.0,0.0,23.0,312.0,0.0,,,,Texas,College Stats,MitcAd00,mitado001
Ben Sinnott,TE,2024,"A tight end out of , picked in Round 2.0, Pick 53, with solid athletic traits.",2.0,53.0,WAS,22.0,2024.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,28.0,1.0,2.0,,,Kansas St.,College Stats,SinnBe00,sinben001
Malachi Corley,WR,2024,"A wide receiver from , drafted in Round 3.0, Pick 65, known for receiving potential.",3.0,65.0,NYJ,22.0,2024.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,0.0,3.0,16.0,0.0,,,,Western Kentucky,College Stats,CorlMa00,cormal001
Trey Benson,RB,2024,"A running back from , taken in Round 3.0, Pick 66, with strong rushing upside.",3.0,66.0,ARI,21.0,2024.0,0.0,0.0,0.0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,63.0,291.0,1.0,6.0,59.0,0.0,,,,Florida St.,College Stats,BensTr01,bentre001
Jermaine Burton,WR,2024,"A wide receiver from , drafted in Round 3.0, Pick 80, known for receiving potential.",3.0,80.0,CIN,23.0,2024.0,0.0,0.0,0.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,107.0,0.0,,,,Alabama,College Stats,BurtJe01,burjer001
Tip Reiman,TE,2024,"A tight end out of , picked in Round 3.0, Pick 82, with solid athletic traits.",3.0,82.0,ARI,22.0,2024.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,0.0,,,,Illinois,College Stats,ReimTi00,reitip001
Blake Corum,RB,2024,"A running back from , taken in Round 3.0, Pick 83, with strong rushing upside.",3.0,83.0,LAR,23.0,2024.0,0.0,0.0,0.0,2.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,58.0,207.0,0.0,7.0,58.0,0.0,1.0,,,Michigan,College Stats,CoruBl00,corbla001
Roman Wilson,WR,2024,"A wide receiver from , drafted in Round 3.0, Pick 84, known for receiving potential.",3.0,84.0,PIT,23.0,2024.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Michigan,College Stats,WilsRo02,wilrom001
Marshawn Lloyd,RB,2024,"A running back from , taken in Round 3.0, Pick 88, with strong rushing upside.",3.0,88.0,GNB,23.0,2024.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0,1.0,3.0,0.0,,,,USC,College Stats,LloyMa00,llomar002
Jalen Mcmillan,WR,2024,"A wide receiver from , drafted in Round 3.0, Pick 92, known for receiving potential.",3.0,92.0,TAM,22.0,2024.0,0.0,0.0,0.0,5.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,43.0,0.0,37.0,461.0,8.0,,,,Washington,College Stats,McMiJa01,mcmjal002
Luke Mccaffrey,WR,2024,"A wide receiver from , drafted in Round 3.0, Pick 100, known for receiving potential.",3.0,100.0,WAS,23.0,2024.0,0.0,0.0,0.0,2.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,168.0,0.0,,,,Rice,College Stats,McCaLu00,mccluk002
Ja'Tavion Sanders,TE,2024,"A tight end out of , picked in Round 4.0, Pick 101, with solid athletic traits.",4.0,101.0,CAR,21.0,2024.0,0.0,0.0,0.0,3.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,342.0,1.0,,,,Texas,College Stats,SandJa01,sanjat001
Troy Franklin,WR,2024,"A wide receiver from , drafted in Round 4.0, Pick 102, known for receiving potential.",4.0,102.0,DEN,21.0,2024.0,0.0,0.0,0.0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,28.0,263.0,2.0,,,,Oregon,College Stats,FranTr00,fratro001
Theo Johnson,TE,2024,"A tight end out of , picked in Round 4.0, Pick 107, with solid athletic traits.",4.0,107.0,NYG,23.0,2024.0,0.0,0.0,1.0,2.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,331.0,1.0,,,,Penn St.,College Stats,JohnTh00,johthe001
Javon Baker,WR,2024,"A wide receiver from , drafted in Round 4.0, Pick 110, known for receiving potential.",4.0,110.0,NWE,22.0,2024.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,,,,Central Florida,College Stats,BakeJa00,bakjav001
Devontez Walker,WR,2024,"A wide receiver from , drafted in Round 4.0, Pick 113, known for receiving potential.",4.0,113.0,BAL,23.0,2024.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,1.0,2.0,,,North Carolina,College Stats,WalkDe01,waldev001
Erick All,TE,2024,"A tight end out of , picked in Round 4.0, Pick 115, with solid athletic traits.",4.0,115.0,CIN,23.0,2024.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,158.0,0.0,,,,Iowa,College Stats,AllxEr00,alleri001
Jaylen Wright,RB,2024,"A running back from , taken in Round 4.0, Pick 120, with strong rushing upside.",4.0,120.0,MIA,21.0,2024.0,0.0,0.0,0.0,2.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,68.0,249.0,0.0,3.0,8.0,0.0,,,,Tennessee,College Stats,WrigJa04,wrijay001
Aj Barner,TE,2024,"A tight end out of , picked in Round 4.0, Pick 121, with solid athletic traits.",4.0,121.0,SEA,22.0,2024.0,0.0,0.0,0.0,2.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,245.0,4.0,2.0,,,Michigan,College Stats,BarnAJ00,barajj002
Cade Stover,TE,2024,"A tight end out of , picked in Round 4.0, Pick 123, with solid athletic traits.",4.0,123.0,HOU,24.0,2024.0,0.0,0.0,1.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,133.0,1.0,5.0,,,Ohio St.,College Stats,StovCa00,stocad001
Bucky Irving,RB,2024,"A running back from , taken in Round 4.0, Pick 125, with strong rushing upside.",4.0,125.0,TAM,22.0,2024.0,0.0,0.0,0.0,12.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,207.0,1122.0,8.0,47.0,392.0,0.0,,,,Oregon,College Stats,IrviBu00,irvbuc001
Will Shipley,RB,2024,"A running back from , taken in Round 4.0, Pick 127, with strong rushing upside.",4.0,127.0,PHI,22.0,2024.0,0.0,0.0,0.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,30.0,82.0,0.0,4.0,35.0,0.0,5.0,,,Clemson,College Stats,ShipWi00,shiwil001
Ray Davis,RB,2024,"A running back from , taken in Round 4.0, Pick 128, with strong rushing upside.",4.0,128.0,BUF,24.0,2024.0,0.0,0.0,0.0,6.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,113.0,442.0,3.0,17.0,189.0,3.0,,,,Kentucky,College Stats,DaviRa04,davray001
Isaac Guerendo,RB,2024,"A running back from , taken in Round 4.0, Pick 129, with strong rushing upside.",4.0,129.0,SFO,24.0,2024.0,0.0,0.0,0.0,4.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,84.0,420.0,4.0,15.0,152.0,0.0,,,,Louisville,College Stats,GuerIs00,gueisa001
Jared Wiley,TE,2024,"A tight end out of , picked in Round 4.0, Pick 131, with solid athletic traits.",4.0,131.0,KAN,23.0,2024.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,,,,TCU,College Stats,WileJa00,wiljar001
Braelon Allen,RB,2024,"A running back from , taken in Round 4.0, Pick 134, with strong rushing upside.",4.0,134.0,NYJ,20.0,2024.0,0.0,0.0,0.0,3.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,92.0,334.0,2.0,19.0,148.0,1.0,1.0,,,Wisconsin,College Stats,AlleBr05,allbra001
Jacob Cowing,WR,2024,"A wide receiver from , drafted in Round 4.0, Pick 135, known for receiving potential.",4.0,135.0,SFO,23.0,2024.0,0.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,4.0,80.0,0.0,,,,Arizona,College Stats,CowiJa00,cowjac001
Anthony Gould,WR,2024,"A wide receiver from , drafted in Round 5.0, Pick 142, known for receiving potential.",5.0,142.0,IND,23.0,2024.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,,,,Oregon St.,College Stats,GoulAn00,gouant001
Audric Estime,RB,2024,"A running back from , taken in Round 5.0, Pick 147, with strong rushing upside.",5.0,147.0,DEN,21.0,2024.0,0.0,0.0,0.0,2.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,76.0,310.0,2.0,5.0,27.0,0.0,,,,Notre Dame,College Stats,EstiAu00,estaud001
Spencer Rattler,QB,2024,"A quarterback from , selected in Round 5.0, Pick 150, with notable passing experience.",5.0,150.0,NOR,23.0,2024.0,0.0,0.0,0.0,2.0,2.0,7.0,130.0,228.0,1317.0,4.0,5.0,18.0,146.0,0.0,0.0,0.0,0.0,,,,South Carolina,College Stats,RattSp00,ratspe001
Ainias Smith,WR,2024,"A wide receiver from , drafted in Round 5.0, Pick 152, known for receiving potential.",5.0,152.0,PHI,23.0,2024.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,7.0,41.0,1.0,,,,Texas A&M,College Stats,SmitAi00,smiain001
Jamari Thrash,WR,2024,"A wide receiver from , drafted in Round 5.0, Pick 156, known for receiving potential.",5.0,156.0,CLE,23.0,2024.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0,0.0,,,,Louisville,College Stats,ThraJa01,thrjam001
Rasheen Ali,RB,2024,"A running back from , taken in Round 5.0, Pick 165, with strong rushing upside.",5.0,165.0,BAL,23.0,2024.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,31.0,0.0,0.0,0.0,0.0,,,,Marshall,College Stats,AlixRa00,aliras001
Tyrone Tracy Jr.,RB,2024,"A running back from , taken in Round 5.0, Pick 166, with strong rushing upside.",5.0,166.0,NYG,24.0,2024.0,0.0,0.0,1.0,6.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,192.0,839.0,5.0,38.0,284.0,1.0,,,,Purdue,College Stats,TracTy00,jrrtyr001
Keilan Robinson,RB,2024,"A running back from , taken in Round 5.0, Pick 167, with strong rushing upside.",5.0,167.0,JAX,24.0,2024.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Texas,College Stats,RobiKe03,robkei001
Bub Means,WR,2024,"A wide receiver from , drafted in Round 5.0, Pick 170, known for receiving potential.",5.0,170.0,NOR,23.0,2024.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,118.0,1.0,,,,Pittsburgh,College Stats,MeanBu00,meabub001
Jordan Travis,QB,2024,"A quarterback from , selected in Round 5.0, Pick 171, with notable passing experience.",5.0,171.0,NYJ,24.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Florida St.,College Stats,TravJo00,trajor001
Isaiah Davis,RB,2024,"A running back from , taken in Round 5.0, Pick 173, with strong rushing upside.",5.0,173.0,NYJ,22.0,2024.0,0.0,0.0,0.0,2.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,30.0,174.0,1.0,9.0,75.0,1.0,7.0,,,South Dakota St.,,DaviIs00,davisa001
Kimani Vidal,RB,2024,"A running back from , taken in Round 6.0, Pick 181, with strong rushing upside.",6.0,181.0,LAC,23.0,2024.0,0.0,0.0,0.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,43.0,155.0,0.0,5.0,62.0,1.0,,,,Troy,College Stats,VidaKi00,vidkim001
Jha'Quan Jackson,WR,2024,"A wide receiver from , drafted in Round 6.0, Pick 182, known for receiving potential.",6.0,182.0,TEN,24.0,2024.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,0.0,1.0,8.0,0.0,,,,Tulane,College Stats,JackJh00,jacjha001
Malik Washington,WR,2024,"A wide receiver from , drafted in Round 6.0, Pick 184, known for receiving potential.",6.0,184.0,MIA,23.0,2024.0,0.0,0.0,0.0,2.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,1.0,26.0,223.0,0.0,,,,Virginia,College Stats,WashMa00,wasmal001
Johnny Wilson,WR,2024,"A wide receiver from , drafted in Round 6.0, Pick 185, known for receiving potential.",6.0,185.0,PHI,23.0,2024.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,38.0,1.0,,,,Florida St.,College Stats,WilsJo03,wiljoh001
Jase Mcclellan,RB,2024,"A running back from , taken in Round 6.0, Pick 186, with strong rushing upside.",6.0,186.0,ATL,22.0,2024.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,32.0,0.0,0.0,0.0,0.0,,,,Alabama,College Stats,McClJa05,mccjas002
Casey Washington,WR,2024,"A wide receiver from , drafted in Round 6.0, Pick 187, known for receiving potential.",6.0,187.0,ATL,23.0,2024.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,,,,Illinois,College Stats,WashCa01,wascas001
Tejhaun Palmer,WR,2024,"A wide receiver from , drafted in Round 6.0, Pick 191, known for receiving potential.",6.0,191.0,ARI,24.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Ala-Birmingham,College Stats,PalmTe00,paltej001
Joe Milton,QB,2024,"A quarterback from , selected in Round 6.0, Pick 193, with notable passing experience.",6.0,193.0,NWE,24.0,2024.0,0.0,0.0,0.0,1.0,1.0,1.0,22.0,29.0,241.0,1.0,0.0,10.0,16.0,1.0,0.0,0.0,0.0,,,,Tennessee,College Stats,MiltJo00,miljoe001
Tanner Mclachlan,TE,2024,"A tight end out of , picked in Round 6.0, Pick 194, with solid athletic traits.",6.0,194.0,CIN,25.0,2024.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Arizona,College Stats,McLaTa00,mcltan002
Jawhar Jordan,RB,2024,"A running back from , taken in Round 6.0, Pick 205, with strong rushing upside.",6.0,205.0,HOU,25.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Louisville,College Stats,JordJa00,jorjaw001
Dylan Laube,RB,2024,"A running back from , taken in Round 6.0, Pick 208, with strong rushing upside.",6.0,208.0,LVR,24.0,2024.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,New Hampshire,,LaubDy00,laudyl001
Jordan Whittington,WR,2024,"A wide receiver from , drafted in Round 6.0, Pick 213, known for receiving potential.",6.0,213.0,LAR,23.0,2024.0,0.0,0.0,0.0,3.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,22.0,293.0,0.0,4.0,,,Texas,College Stats,WhitJo04,whijor001
Ryan Flournoy,WR,2024,"A wide receiver from , drafted in Round 6.0, Pick 216, known for receiving potential.",6.0,216.0,DAL,24.0,2024.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,102.0,0.0,2.0,,,SE Missouri St.,,FlouRy00,florya001
Devin Leary,QB,2024,"A quarterback from , selected in Round 6.0, Pick 218, with notable passing experience.",6.0,218.0,BAL,24.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Kentucky,College Stats,LearDe00,leadev001
Brenden Rice,WR,2024,"A wide receiver from , drafted in Round 7.0, Pick 225, known for receiving potential.",7.0,225.0,LAC,22.0,2024.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,USC,College Stats,RiceBr00,ricbre001
Jaheim Bell,TE,2024,"A tight end out of , picked in Round 7.0, Pick 231, with solid athletic traits.",7.0,231.0,NWE,23.0,2024.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,1.0,,,Florida St.,College Stats,BellJa00,beljah001
Devaughn Vele,WR,2024,"A wide receiver from , drafted in Round 7.0, Pick 235, known for receiving potential.",7.0,235.0,DEN,26.0,2024.0,0.0,0.0,0.0,4.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,475.0,3.0,,,,Utah,College Stats,VeleDe00,veldev001
Tahj Washington,WR,2024,"A wide receiver from , drafted in Round 7.0, Pick 241, known for receiving potential.",7.0,241.0,MIA,23.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,USC,College Stats,WashTa00,wastah001
Michael Pratt,QB,2024,"A quarterback from , selected in Round 7.0, Pick 245, with notable passing experience.",7.0,245.0,GNB,22.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Tulane,College Stats,PratMi00,pramic001
Devin Culp,TE,2024,"A tight end out of , picked in Round 7.0, Pick 246, with solid athletic traits.",7.0,246.0,TAM,24.0,2024.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,88.0,0.0,,,,Washington,College Stats,CulpDe00,culdev001
Cornelius Johnson,WR,2024,"A wide receiver from , drafted in Round 7.0, Pick 253, known for receiving potential.",7.0,253.0,LAC,23.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,Michigan,College Stats,JohnCo02,johcor001
